fold,rmse,pearson,spearman,standard_dev
1,0.002670936588373496,0.441456603034624,0.43948979591836734,0.002697943968315283
2,0.0019875779937599354,0.7436282460728656,0.692706405035172,0.0019964609896895493
3,0.002348584370256747,0.626366893444815,0.6678791054667632,0.0023380523064549844
4,0.0024238227104597396,0.7034197508089897,0.6364309514994445,0.0022558045560666317
5,0.0015520500198144909,0.5732490207747554,0.6115387731950409,0.0014883484521269947
