fold,rmse,pearson,spearman,standard_dev
1,0.0028928907240435044,0.32076163644209843,0.37612244897959185,0.0029083726112887195
2,0.0022543908912177253,0.6430742805100084,0.5874120696038504,0.002254151431178093
3,0.00238561167539082,0.6274828111620595,0.6578456606507096,0.0023354504124397657
4,0.0021081256078561103,0.7889315349636001,0.7216438356164383,0.0019848562907012635
5,0.001634142151607866,0.6307770803998636,0.6253139940037274,0.0014442664433827893
