off_id,count2,tstick1,sstick1,tstick2,sstick2,tripfreq,avedur,centdist,subcendist,eat,recrea,cult,finan,dailyser,transport,work,reside,poi_entro,metrosta4,busstop4,busroute,roadden3,junden3,oldage,highage,midage,adult,youth,juveni,female,houseprice,pop,popden
139,40,0.225843178,0.094275604,0.603853225,4943.682722,8,0.455768096,24.45886745,14.8339674,6,9,1,0,7,2,4,0,2.316926,0,4,7,8.33488,32,0.0101377,0.101026997,0.263365,0.460777014,0.139039993,0.0277924,0.350706011,31383,2519,10076
141,16,0.14400911,0.067105463,0.37728143,3521.922318,10.375,0.299535045,24.16194684,14.16533744,4,13,0,0,13,1,23,2,2.052831,0,6,8,16.0152,148,0.0136973,0.100295,0.263810009,0.458074987,0.131470993,0.0278308,0.359732002,30560,3010,12040
142,36,0.177777459,0.095763291,0.477676128,5032.131366,7.722222222,0.337436585,24.02772178,13.84600603,0,2,0,0,3,5,5,1,2.126614,0,2,9,12.6345,100,0.019344101,0.091675699,0.27512899,0.463250011,0.120495997,0.025741899,0.396961004,30442,2983,11930
144,80,0.154669389,0.108485113,0.420763099,5711.326765,9.4375,0.383833816,23.7885454,13.24092441,1,1,1,0,2,1,9,0,1.626689,0,2,11,9.33536,40,0.0262655,0.082866497,0.274904013,0.46735999,0.114303999,0.025172399,0.417358994,31782,3428,13711
255,58,0.144613837,0.122093495,0.389860092,6429.698879,9.517241379,0.319944323,23.01153969,11.9984129,0,0,1,0,1,6,4,0,1.625815,0,6,25,4.1248,44,0.0286316,0.097041197,0.218042001,0.446218997,0.171903998,0.0301922,0.341320008,35103,3842,15370
256,187,0.146772091,0.176020346,0.396828288,9260.869547,8.86631016,0.349411631,22.93605673,11.74806411,1,1,1,0,4,3,4,0,2.324863,0,3,60,14.8129,44,0.0294686,0.098407999,0.231300995,0.438645989,0.167702004,0.035236601,0.37412101,36202,4786,19145
339,18,0.184301969,0.056861741,0.485545758,2987.505289,11.05555556,0.345547505,27.20863967,16.49565346,0,0,0,0,0,0,4,0,0,0,1,6,5.5354,32,0.0138788,0.107605003,0.270673007,0.390331,0.176504001,0.051331099,0.403252989,32865,2233,8933
364,142,0.176152392,0.200822354,0.47346496,10586.95615,9.014084507,0.293435501,22.4411129,11.31333501,0,0,0,0,0,0,0,3,0,0,3,60,18.5884,172,0.0303894,0.104763001,0.246822998,0.431881994,0.160741001,0.033786099,0.399208993,36492,5358,21431
436,48,0.112294917,0.169345996,0.305087765,8854.737892,8.104166667,0.554133194,30.35624801,17.19976801,0,0,0,0,0,0,0,0,0,0,4,16,7.59116,32,0.0177649,0.109889001,0.249036998,0.434524,0.158961996,0.031441301,0.408886999,30062,2276,9104
445,16,0.18449587,0.105646708,0.511775007,5541.052776,10.625,0.217167898,27.40050081,16.08252744,0,0,0,0,0,0,0,0,0,0,2,4,12.063,52,0.0115436,0.085840598,0.189182997,0.357149988,0.257551998,0.067813598,0.458106011,32491,4019,16078
472,39,0.167220341,0.159425932,0.451236226,8395.724602,8.512820513,0.369697207,21.94639829,10.88421278,2,1,0,0,2,0,4,3,2.188722,0,3,26,15.142,108,0.0288647,0.107809,0.243081003,0.426934004,0.169058993,0.0297029,0.409983993,36874,7485,29939
476,72,0.176520934,0.247223431,0.513274483,13044.47696,7.847222222,0.584195481,21.74330596,9.984311709,29,56,3,0,55,8,10,1,2.128081,0,4,8,5.56856,32,0.0223614,0.120428003,0.266176999,0.394508988,0.159185007,0.044930998,0.412806004,36914,7025,28102
581,49,0.166990369,0.12277473,0.457650789,6468.817486,8.285714286,0.285362455,21.38263284,10.19782942,7,5,4,0,13,4,15,0,2.37725,1,1,15,9.25628,40,0.027794,0.113127999,0.253012002,0.428873003,0.147814006,0.027842101,0.459037989,36571,9729,38918
584,122,0.195410708,0.21064159,0.549916587,11105.51652,8.270491803,0.619873247,21.24410987,9.521608011,39,26,2,0,45,1,14,3,2.138243,0,7,9,11.685,96,0.028309001,0.122997999,0.283178985,0.397100002,0.145429999,0.0342138,0.444160998,39761,9013,36053
660,42,0.170651505,0.114460092,0.474302316,5998.411104,8.142857143,0.569690691,26.93208877,15.1603141,0,0,0,0,0,1,7,0,0.543564,0,4,5,8.5546,48,0.0128844,0.065599799,0.128034994,0.297479987,0.437453002,0.072440103,0.522174001,33220,7040,28160
680,41,0.163849795,0.242480575,0.479368297,12721.65764,8.414634146,0.561061844,21.93107808,12.74654388,71,35,24,1,40,5,15,0,2.306708,0,4,11,7.32908,28,0.0141037,0.105705999,0.239133,0.384467989,0.166186005,0.100589998,0.364746004,31455,2866,11465
685,51,0.148578296,0.189429313,0.403860525,9958.95162,8.294117647,0.365615906,21.23984183,10.96585023,0,1,0,0,0,0,0,0,0,0,2,12,5.49968,52,0.023957901,0.110702999,0.203705996,0.432601005,0.210036993,0.030175,0.360415995,30663,6421,25686
686,36,0.202845483,0.180084593,0.540812608,9475.064609,6.944444444,0.335526887,21.13439424,10.6444807,0,0,0,0,0,0,0,0,0,0,2,13,10.9596,56,0.0248536,0.108889997,0.195362002,0.435454011,0.226453006,0.027268101,0.376884997,32591,6907,27628
687,50,0.150606795,0.120923475,0.419049067,6386.911053,9.58,0.80448705,21.04030321,10.33731433,0,0,0,0,0,0,0,0,0,1,2,17,3.62788,8,0.024393,0.106730998,0.197706997,0.436255991,0.22462,0.022852199,0.399278015,33923,9143,36573
688,687,0.167463191,0.159314217,0.453336189,8412.207441,9.183406114,0.233120033,20.95772168,10.04565406,0,2,3,0,0,0,1,0,1.459148,1,4,54,13.9172,96,0.0272066,0.109139003,0.223500997,0.429482996,0.185877994,0.023048,0.440759987,36260,9971,39884
689,382,0.161381966,0.117350789,0.445864633,6185.275183,7.638743455,0.371880654,20.88678618,9.770888581,18,15,4,0,29,15,17,2,2.532092,1,8,64,14.7874,148,0.0306074,0.113950998,0.249472007,0.423074991,0.158291996,0.0240594,0.469433993,37108,10743,42972
690,418,0.151562539,0.094147131,0.414780797,4966.582228,7.851674641,0.338226484,20.82761571,9.514481686,36,39,12,2,70,26,25,2,2.512002,1,13,110,16.322,164,0.0319448,0.116746999,0.268254012,0.415266991,0.146842003,0.028134,0.481404006,37988,11125,44500
691,49,0.191584689,0.285898543,0.56243394,15080.86804,7.530612245,0.564700322,20.78031076,9.277955585,5,7,4,0,14,6,12,4,2.640951,0,6,107,17.1272,200,0.0311349,0.117326997,0.283001006,0.403829008,0.144573003,0.030171201,0.473387003,41835,10747,42987
692,53,0.183151896,0.176328205,0.511903693,9300.742357,8.660377358,0.509291923,20.7449525,9.062866982,19,29,9,4,61,12,19,0,2.406912,0,3,31,9.1364,56,0.031904601,0.117158003,0.280804008,0.400875986,0.147387996,0.031393699,0.461115003,40635,10232,40930
696,55,0.182392577,0.127320748,0.492319801,6698.697173,8.145454545,0.413421143,20.54445706,8.44724513,1,0,0,0,3,0,13,0,0.696212,0,2,24,12.112,108,0.0210355,0.103603996,0.254076988,0.395139009,0.212980002,0.0272217,0.381173998,29570,6522,26089
789,64,0.169250529,0.202123982,0.488263119,10624.2086,8.828125,0.657224339,21.29659069,12.04176141,29,10,3,0,15,1,4,0,2.009697,0,6,10,8.09388,28,0.013813,0.102167003,0.246340007,0.378118008,0.134876996,0.113251999,0.328779995,31053,3426,13704
791,109,0.171207613,0.203321673,0.471851336,10691.09158,7.52293578,0.398685979,21.00257729,11.29664614,22,16,2,0,35,11,8,0,2.234971,0,3,10,7.12916,20,0.01353,0.112088002,0.250308007,0.404920012,0.152109995,0.078936003,0.345137,29861,4559,18234
796,179,0.18190887,0.150538433,0.49991641,7937.931129,8.675977654,0.667066327,20.46379603,9.637930503,1,0,1,0,3,2,5,4,2.352217,2,5,38,24.2909,272,0.0286033,0.108227998,0.228816003,0.432222992,0.175378993,0.0228712,0.459046006,37074,10717,42870
798,48,0.112149897,0.11977483,0.30910318,6318.109777,8.104166667,0.246724417,20.33052941,9.082945589,44,63,9,6,77,10,44,5,2.473358,1,11,17,8.31972,52,0.036780901,0.118170001,0.268083006,0.408582002,0.146977007,0.025337599,0.49991399,37162,12374,49496
799,247,0.15911713,0.148543753,0.443279608,7836.332383,8.234817814,0.467450136,20.28206511,8.834874003,44,49,14,15,68,21,48,1,2.644101,0,8,97,20.3928,168,0.034503799,0.114202,0.279812992,0.404020995,0.144869998,0.026488099,0.491041988,41280,12483,49931
819,28,0.146645397,0.066743231,0.403129253,3506.716343,9.035714286,0.43807796,19.65171869,9.703450955,1,2,0,0,1,0,0,0,1.5,0,1,7,4.21448,36,0.012546,0.097266898,0.244491994,0.475502998,0.151141003,0.0311101,0.344823986,47665,2861,11446
868,119,0.152901675,0.171651708,0.406197306,9005.402006,7.43697479,0.350491303,28.95971674,15.36045912,2,2,0,2,15,7,16,3,2.299063,1,9,52,21.0684,224,0.022216801,0.117365003,0.239340007,0.386243999,0.178233996,0.042300601,0.410656989,30107,5749,22995
869,250,0.122973841,0.098348169,0.333455405,5151.228952,8.072,0.522929954,28.59540055,15.15955515,35,30,11,6,76,19,28,1,2.488221,1,10,51,8.59908,56,0.034054499,0.130239993,0.300803006,0.381969005,0.126576006,0.036071502,0.489811003,30414,6721,26885
870,66,0.159801832,0.114979982,0.424108548,6035.690964,7.515151515,0.189290801,28.23523812,14.97265908,2,1,11,1,7,6,17,1,2.377869,2,8,40,5.821,52,0.036073901,0.127655998,0.278124988,0.386941999,0.142182007,0.035473,0.487331986,31021,8462,33849
871,137,0.173546117,0.163778854,0.482664041,8576.132858,6.927007299,0.39395872,27.87939042,14.80030161,1,3,0,4,5,3,36,2,1.731985,1,10,50,12.9413,104,0.0396473,0.127406999,0.240198001,0.38984099,0.1602,0.035724901,0.488707989,31232,9325,37299
872,12,0.170796929,0.043395084,0.454750196,2275.320094,7.083333333,0.439303594,27.5280248,14.64299612,18,60,5,7,33,21,25,2,2.520754,1,7,27,16.9399,136,0.033837501,0.115966998,0.255683988,0.399188995,0.157822996,0.0321711,0.480540991,31467,10429,41716
873,33,0.072573163,0.028424244,0.195479283,1489.820723,9.181818182,0.253504864,27.18131506,14.50123247,44,274,9,4,71,14,12,2,1.698266,2,1,10,8.5778,76,0.0262223,0.107441001,0.272828013,0.408993006,0.155616,0.030179299,0.473984003,31872,10662,42648
874,13,0.205861112,0.121614987,0.55594288,6370.777809,5.615384615,0.389691646,26.83944164,14.37547045,11,15,5,1,53,7,8,1,2.160445,1,2,7,10.5572,72,0.029520901,0.104198001,0.272505999,0.398838013,0.162389994,0.029759699,0.476152003,32547,10534,42136
903,49,0.199940845,0.105095063,0.552760643,5529.482682,8.469387755,0.434633245,20.05682076,9.555581883,2,2,0,0,0,0,3,3,1.970951,1,7,16,13.6742,72,0.0259874,0.106659003,0.252689004,0.423103005,0.155079007,0.0244278,0.455774993,39127,11742,46968
904,486,0.180100001,0.11064404,0.493279312,5828.725586,7.479423868,0.44493524,19.97017271,9.239277202,8,23,6,2,40,2,22,4,2.367658,2,12,61,19.4815,260,0.034964401,0.111455999,0.269003987,0.412678987,0.144789994,0.024886301,0.489511013,41439,12860,51442
905,111,0.148842202,0.068861123,0.411523013,3615.514993,6.567567568,0.422507694,19.89571655,8.939761814,71,61,16,17,91,28,28,4,2.606177,2,13,51,14.1961,112,0.041079801,0.115916997,0.260343999,0.411565989,0.145007998,0.026019899,0.500862002,40718,15072,60286
906,90,0.184183949,0.123785458,0.520065108,6515.177558,7.777777778,0.501975933,19.83358959,8.658778169,28,227,17,7,95,28,63,0,2.109108,1,14,67,11.9339,88,0.043187201,0.118574001,0.261527985,0.407669991,0.143708006,0.0278113,0.504500985,38046,14621,58482
907,542,0.148676297,0.106293721,0.411283829,5600.068842,7.833948339,0.384433709,19.78390798,8.398186559,212,984,43,23,227,34,69,3,1.769976,0,10,103,26.2979,264,0.039422199,0.118487999,0.279302001,0.398090005,0.143086001,0.0279919,0.497586995,37322,13766,55064
926,60,0.18282701,0.083308422,0.493982494,4380.216387,8.116666667,0.396841867,19.09315505,9.004243509,0,0,1,0,1,0,1,0,1.584963,0,1,11,7.81652,36,0.0127598,0.094604701,0.234934002,0.459309995,0.174036995,0.038715899,0.33347401,46719,3573,14291
976,68,0.111337868,0.093258423,0.303318984,4892.156768,7.558823529,0.32945875,28.62177569,14.90709984,0,0,1,0,4,9,2,3,1.969811,1,8,40,16.0874,168,0.023451,0.117588997,0.255044013,0.385228008,0.166688994,0.041987501,0.428445011,29078,5252,21008
977,34,0.169820991,0.257197448,0.479520002,13487.60083,8.470588235,0.512219954,28.25310217,14.70000114,57,76,17,19,133,11,10,5,2.328555,1,11,44,11.1878,60,0.034609798,0.132677004,0.303066999,0.376062989,0.130334005,0.035854399,0.488564998,29944,7837,31348
978,42,0.153020925,0.233734667,0.431653602,12206.42693,7.738095238,0.408726402,27.88851953,14.50718585,29,50,14,19,90,17,23,3,2.548103,2,13,45,7.22224,44,0.038312301,0.135223001,0.295179009,0.374915004,0.133998007,0.0341869,0.498257011,30730,8474,33896
979,149,0.162706327,0.130500101,0.437730777,6838.031779,7.308724832,0.355342145,27.52819029,14.32923058,6,16,2,0,24,10,10,4,2.475655,1,20,71,11.4412,60,0.040280402,0.134437993,0.274273992,0.375914007,0.143425003,0.032273501,0.499958009,31409,10090,40360
980,314,0.147613751,0.120586551,0.398600689,6323.477404,7.143312102,0.281341205,27.17228366,14.16669533,81,63,21,17,107,15,32,6,2.556496,1,9,64,13.0517,92,0.0363984,0.125490993,0.271519989,0.387508988,0.149136007,0.0309253,0.492253006,32095,10495,41980
981,282,0.175970152,0.188802318,0.481496717,9846.727304,8.163120567,0.389447072,26.82097572,14.02011642,67,405,13,7,97,15,22,0,1.649604,1,2,20,9.35328,40,0.0325373,0.117371999,0.275252998,0.391959995,0.151405007,0.029412599,0.486032993,32196,12316,49264
983,18,0.162621884,0.125944173,0.448515541,6586.607174,8.777777778,0.362567824,26.1328953,13.77680949,6,21,0,7,26,1,1,2,2.075514,1,3,8,9.19636,68,0.0349981,0.101314001,0.252923012,0.385596991,0.178960994,0.041107502,0.473688006,32986,9807,39228
1012,282,0.150300337,0.100290877,0.421213644,5288.403222,8.953900709,0.482048191,19.4768747,8.850919841,24,17,3,6,40,8,17,2,2.529037,2,11,36,18.558,188,0.038520399,0.111551002,0.287723005,0.398176014,0.138720006,0.026552901,0.506739974,43015,15322,61289
1014,295,0.153847646,0.147465929,0.443632193,7771.934851,8.586440678,0.587329754,19.33680755,8.24311702,23,33,10,0,35,7,18,4,2.519048,1,8,19,15.3047,136,0.0466692,0.118286997,0.254640996,0.402904987,0.145465001,0.029113101,0.50861001,40336,16591,66362
1015,227,0.147509453,0.104816343,0.407717001,5525.607261,8.54185022,0.378803291,19.28584624,7.96894449,72,100,23,6,165,35,26,2,2.341786,0,8,66,22.2256,208,0.0406924,0.119120002,0.278091013,0.393478006,0.145404994,0.029503601,0.500025988,37053,15136,60544
1016,879,0.171130957,0.11085104,0.477666441,5850.823735,8.226393629,0.431059311,19.24774283,7.717459062,3,98,2,1,17,5,16,1,1.564816,0,2,12,10.9229,104,0.0458786,0.119966999,0.283668995,0.396117985,0.132971004,0.028255699,0.494358003,36320,15677,62707
1017,46,0.169704058,0.116233972,0.472281991,6126.828766,8.5,0.584713467,19.22257379,7.490946033,7,17,1,3,22,4,9,0,2.335029,0,1,12,19.1733,212,0.059258498,0.119869001,0.278349012,0.403741002,0.114593998,0.025165601,0.489100009,35132,13161,52643
1033,56,0.141305074,0.089689637,0.398737621,4712.069845,9.946428571,0.4849131,18.54473219,8.30637357,0,0,0,0,0,0,0,0,0,0,2,5,3.7333,16,0.011764,0.0984632,0.219782993,0.440616012,0.199091002,0.0512903,0.327497989,44634,4551,18205
1034,42,0.152061799,0.073301412,0.416525819,3858.128651,9.095238095,0.295034603,18.59648871,8.605285584,2,1,1,0,2,0,15,0,1.411205,0,2,11,5.48436,28,0.0142277,0.100913003,0.235578999,0.453200012,0.178195,0.040431701,0.342128992,47400,4941,19764
1085,360,0.188426477,0.181820543,0.52493103,9515.464496,7.972222222,0.628196795,27.91556255,14.24317221,59,117,18,10,117,17,19,2,2.319558,0,10,29,12.6954,64,0.035951,0.138981998,0.316327006,0.365516007,0.122878999,0.033574201,0.499862999,29826,8116,32463
1087,384,0.184670706,0.22061917,0.518477291,11556.46478,7.635416667,0.718658233,27.18165025,13.86018651,33,15,13,5,63,14,46,3,2.52314,0,25,27,15.453,124,0.0412612,0.142120004,0.31179601,0.361065,0.126436993,0.0309697,0.509734988,31353,10438,41752
1088,122,0.168382238,0.117504314,0.468272801,6149.202673,6.647540984,0.384426209,26.82114557,13.6920845,97,296,19,9,127,27,18,5,2.065909,0,19,52,15.0783,128,0.039732199,0.133595005,0.292986006,0.375176996,0.135250002,0.0293875,0.502397001,32549,11915,47660
1089,249,0.13135042,0.098442541,0.361447641,5157.408683,8.224899598,0.442692335,26.4651769,13.54036874,122,248,74,23,173,41,100,3,2.529039,0,4,28,12.8696,92,0.036734201,0.126215994,0.282761991,0.388700008,0.137537003,0.027208799,0.495422989,31788,12222,48887
1119,51,0.150686829,0.090174739,0.421363491,4748.251638,8.411764706,0.551887524,19.07505594,8.818062301,0,2,0,0,7,4,9,0,1.814849,1,5,16,10.2188,60,0.033974599,0.101981997,0.292228013,0.379566997,0.150188997,0.0278906,0.484696001,42724,14846,59386
1120,127,0.167158592,0.182360969,0.45425742,9591.09882,9.212598425,0.468309375,18.98392736,8.47427406,8,24,5,10,32,10,10,1,2.59079,2,9,26,14.423,144,0.039710298,0.106490001,0.267614007,0.37063399,0.177085996,0.030099999,0.509329021,43348,16023,64092
1122,168,0.163795908,0.170797189,0.458384474,9003.126131,7.767857143,0.502111269,18.84019575,7.837315677,27,36,22,0,73,12,25,2,2.42075,1,5,47,18.1027,140,0.042596102,0.111020997,0.253569007,0.386855006,0.176814005,0.031564899,0.505819976,41958,17142,68569
1123,36,0.155177539,0.105006471,0.41360243,5530.618369,8.25,0.309319498,18.78788746,7.548418053,76,79,13,10,149,14,22,2,2.264351,0,3,63,25.5154,268,0.043079302,0.115994997,0.267291993,0.386637986,0.156911999,0.031886801,0.496587992,37599,17476,69904
1124,34,0.194502133,0.101737854,0.52670774,5372.896205,7.823529412,0.329391739,18.74877207,7.282424953,0,9,2,0,23,6,17,1,2.072328,0,3,16,11.8434,76,0.0468839,0.118823998,0.279888988,0.388745993,0.139069006,0.031024599,0.492691994,36177,16558,66230
1126,18,0.188985136,0.128239783,0.522410588,6769.09073,7.722222222,0.339638479,18.71042309,6.829634644,24,8,2,2,17,0,6,0,2.115937,0,1,20,6.25372,16,0.057091799,0.123639002,0.302186012,0.400714993,0.105683997,0.0220057,0.478700995,33838,11561,46242
1127,72,0.177907679,0.136811978,0.494114834,7224.947583,7.722222222,0.390901521,18.71127123,6.648233409,2,1,0,0,6,5,1,0,1.870254,0,2,17,17.7532,204,0.055162098,0.122397996,0.291206986,0.406282008,0.107758,0.022180401,0.459942013,33343,7513,30052
1128,104,0.179353051,0.169749502,0.488959369,8965.457302,8.067307692,0.364230584,18.60639695,6.500315804,8,4,7,2,29,1,8,0,2.178695,0,4,16,6.9062,28,0.048590999,0.119585998,0.274170011,0.409738004,0.116724998,0.0224851,0.432177991,33346,6912,27648
1141,73,0.182497461,0.087533611,0.488885586,4602.779136,9.493150685,0.417768224,18.04682562,7.90382064,1,0,0,0,2,0,7,0,1.15678,0,4,15,7.86436,20,0.0120198,0.103674002,0.228221998,0.427711993,0.194448993,0.052552398,0.332729995,44327,4628,18513
1153,41,0.112653115,0.064570395,0.301600265,3387.508134,8.219512195,0.300024748,18.28258941,12.26113191,0,0,0,0,2,0,0,0,0,0,2,4,16.4446,80,0.026505301,0.078884304,0.209203005,0.495570004,0.171487004,0.0237209,0.328469992,43413,8245,32980
1194,22,0.128027682,0.128792099,0.338298294,6739.201842,7.181818182,0.189658981,27.20939583,13.58360349,4,3,5,3,33,8,8,2,2.314464,0,6,26,15.7497,160,0.044984799,0.156685993,0.31724599,0.351675987,0.123150997,0.028803701,0.512654006,32715,8368,33470
1196,136,0.125653643,0.083375926,0.337207635,4365.574022,7.264705882,0.277718775,26.47479366,13.21934564,138,403,26,8,110,31,20,7,1.97092,0,14,37,7.3424,60,0.048365701,0.145291999,0.295195997,0.367664009,0.129709005,0.0272323,0.511291981,32158,10988,43950
1197,115,0.165340087,0.205943723,0.464441875,10734.6159,8.043478261,0.329641524,26.11410421,13.06214021,60,144,9,5,152,21,27,3,2.177736,0,3,19,14.7438,116,0.0517199,0.136417001,0.284119993,0.378046989,0.128940001,0.0262434,0.502734005,30910,11953,47812
1221,40,0.180593674,0.080416508,0.486682115,4217.221032,6.7,0.372906225,19.4089715,10.85827671,0,1,0,0,4,0,4,0,1.392147,0,2,11,8.136,32,0.00316959,0.066987202,0.080093801,0.225419998,0.453882009,0.116166003,0.349619001,34055,4622,18490
1224,12,0.181535723,0.089552772,0.480490993,4707.512483,6,0.330471726,18.94210632,9.621198849,1,3,0,0,1,1,0,0,1.792481,0,1,11,14.2108,120,0.0188598,0.090259403,0.251928002,0.353246003,0.158288002,0.062128302,0.406316012,36962,8095,32381
1227,190,0.163373257,0.100739646,0.453709491,5309.964856,8.757894737,0.617064391,18.58490272,8.469519559,2,2,0,0,14,10,1,0,1.736524,1,5,26,19.4653,208,0.039872602,0.096572898,0.299106985,0.350672007,0.163914993,0.0288646,0.501801014,43181,15373,61492
1228,466,0.153108807,0.139867562,0.426019052,7373.434745,9.439914163,0.529525924,18.49135874,8.110971561,11,3,3,2,22,14,7,0,2.395721,2,10,33,16.2105,164,0.041186601,0.100184001,0.239317998,0.34712401,0.255374998,0.031867601,0.512748003,44359,17613,70450
1229,40,0.151231429,0.070046079,0.411663029,3688.696056,5.575,0.296469927,18.41092304,7.768072975,8,12,24,1,13,17,2,3,2.554352,2,11,31,16.4419,128,0.039896701,0.101187997,0.243760005,0.369994015,0.228380993,0.031214001,0.506371021,44126,18033,72133
1230,217,0.162428313,0.144341923,0.461779409,7601.254157,8.801843318,0.540056819,18.34376804,7.442987024,33,20,7,1,51,17,12,2,2.431124,1,7,48,15.2184,140,0.039441399,0.102370001,0.249285996,0.378789991,0.205778003,0.0316462,0.50177598,42375,18773,75092
1231,187,0.12493577,0.078934052,0.339652762,4162.662038,8.748663102,0.346765899,18.29004005,7.138147794,44,24,23,5,64,16,46,1,2.568089,0,2,34,14.9728,100,0.042665198,0.109949999,0.261741996,0.387286991,0.163029999,0.0337612,0.490298003,39214,17277,69110
1260,17,0.149264725,0.05771667,0.406642655,3026.272387,6.764705882,0.233073572,17.73458214,11.81317055,0,0,0,0,0,0,0,0,0,0,1,4,14.2435,108,0.0184843,0.062889799,0.136558995,0.536714017,0.205764994,0.0223509,0.244012997,43391,10727,42908
1261,10,0.091304544,0.047424862,0.244714313,2487.487331,9.8,0.167616865,17.78590425,11.76885016,0,0,0,0,0,4,2,0,0.918296,0,3,4,7.48584,28,0.0247196,0.075270496,0.174777001,0.501743972,0.188433006,0.023780599,0.300660014,41868,8826,35304
1265,44,0.180417742,0.160653802,0.495793815,8398.943826,9.863636364,0.445362983,18.12816414,11.57997528,11,13,4,2,13,2,3,5,2.665916,0,8,27,27.0829,240,0.053375501,0.110799,0.275177985,0.428294003,0.135269001,0.022701399,0.446613014,35529,11508,46030
1267,10,0.132419926,0.085530335,0.358380383,4460.838923,5.4,0.493150926,18.37869168,11.61425091,2,6,0,0,2,0,5,0,1.832263,0,5,16,11.0104,88,0.0276694,0.070663698,0.217915997,0.501417994,0.157308996,0.0216826,0.418954015,34334,10826,43306
1304,303,0.160710725,0.120835109,0.440902073,6326.133496,7.627062706,0.353507168,26.13341825,12.74868701,8,133,3,10,23,16,21,3,1.936046,0,12,56,14.6414,124,0.0524722,0.151543006,0.285703003,0.364208013,0.131854996,0.026262401,0.514147997,31757,10206,40823
1305,175,0.128816965,0.087823928,0.35383222,4598.619651,8.685714286,0.462250011,25.7679508,12.585604,40,40,6,10,51,18,20,3,2.621416,0,4,18,12.4041,128,0.062452599,0.139668003,0.280835003,0.378358006,0.121729001,0.0248983,0.503354013,31665,11017,44070
1329,18,0.118430433,0.045786168,0.324719298,2415.893661,6.444444444,0.422365321,18.94067118,10.60078827,0,2,12,0,0,5,1,0,1.490469,0,3,9,9.61096,60,0.0063008,0.070813604,0.098380603,0.26394099,0.465817988,0.099648602,0.354506999,34254,5428,21711
1333,25,0.179386841,0.108608548,0.483447045,5717.223686,8.88,0.556999323,18.32691957,8.921720922,0,0,0,0,0,1,8,1,0.921928,0,9,10,8.04988,24,0.030632099,0.094447501,0.343005002,0.378096014,0.114459999,0.0272936,0.462947011,40208,11789,47156
1334,36,0.126089467,0.131506142,0.350430979,6947.600951,9.916666667,0.425133649,18.20460711,8.523626124,18,17,6,8,31,6,7,2,2.627998,0,11,14,15.7033,176,0.0369181,0.094547503,0.348197013,0.375328004,0.116674997,0.026876301,0.490336001,41324,12648,50590
1335,18,0.114844437,0.10803075,0.312381207,5701.607381,10.5,0.653430503,18.09528831,8.136786859,0,1,23,0,2,3,2,0,1.315589,2,8,23,20.7956,188,0.039936401,0.097077198,0.299591988,0.368001997,0.155829996,0.027499801,0.498917013,43333,15267,61069
1336,224,0.167312447,0.134970724,0.46041331,7106.330083,8.691964286,0.474404099,17.99919993,7.762885963,11,6,35,2,12,6,4,3,2.425646,2,7,21,20.1535,200,0.0414888,0.099636003,0.247678995,0.369210005,0.214526996,0.028322401,0.501366973,44299,16341,65363
1337,218,0.177383555,0.147490731,0.505299761,7760.38552,8.481651376,0.606838004,17.91655483,7.403883884,25,20,21,6,48,11,41,2,2.62382,2,6,15,11.7891,160,0.041082799,0.100395001,0.248414993,0.385295004,0.196006998,0.028388601,0.501366019,44445,19167,76666
1339,82,0.14819339,0.116300537,0.410710829,6135.511142,8.731707317,0.399193301,17.79231337,6.74000688,26,60,16,3,107,15,23,0,2.252433,0,1,33,19.9258,124,0.042690001,0.105593003,0.268361986,0.402983993,0.148524001,0.030892,0.489021003,39908,16976,67905
1345,163,0.170315933,0.079884527,0.475243203,4216.738259,8.687116564,0.528892964,17.51233719,5.409092463,0,2,0,0,0,2,1,1,1.918296,0,6,16,6.54588,32,0.025466099,0.104742996,0.259241015,0.434410989,0.139128,0.028680099,0.390083998,35979,5580,22322
1346,74,0.142800459,0.093202987,0.407379456,4914.162974,7.554054054,0.528787819,17.39552398,5.321031795,44,72,4,0,74,5,7,0,1.946348,0,5,10,7.56044,36,0.0196431,0.104055002,0.266110986,0.448763996,0.133607,0.029529899,0.367357999,35702,5315,21258
1369,169,0.093737874,0.048606139,0.246974364,2551.077292,10.75147929,0.138557105,17.28941018,11.27724755,0,0,0,0,0,0,0,0,0,0,2,6,12.2596,88,0.0233649,0.075466603,0.177760005,0.499958992,0.193160996,0.0221503,0.312608987,39931,9295,37181
1370,11,0.153131595,0.043852249,0.407200374,2295.713425,6.636363636,0.29740439,17.35645963,11.19481178,0,0,0,0,0,1,4,0,0.721928,0,3,4,18.1201,128,0.028276701,0.087441497,0.201528996,0.472752988,0.183231995,0.022018099,0.343113005,38985,9304,37216
1373,73,0.154664927,0.12061068,0.423343263,6319.171739,8.04109589,0.429033205,17.64130521,11.07999575,15,12,6,1,14,0,1,4,2.36121,0,12,36,24.5623,252,0.045763101,0.103324004,0.241197005,0.437779993,0.158084005,0.0263661,0.423716992,34067,11915,47658
1375,89,0.210762403,0.210862502,0.57158947,11011.28799,7.887640449,0.418219945,17.89864861,11.11581318,20,31,10,2,72,4,7,1,2.126791,0,5,15,10.397,52,0.0224573,0.065030798,0.190963,0.510510981,0.181289002,0.0231156,0.397278011,34701,11113,44454
