off_id,count2,tstick1,sstick1,tstick2,sstick2,tripfreq,avedur,centdist,subcendist,eat,recrea,cult,finan,dailyser,transport,work,reside,poi_entro,metrosta4,busstop4,busroute,roadden3,junden3,oldage,highage,midage,adult,youth,juveni,female,houseprice,pop,popden
5899,346,0.141003863,0.068688524,0.401205247,3595.63449,10.41618497,0.492013719,3.945756056,5.671154226,14,12,6,0,36,22,14,0,2.382519,1,2,10,9.25032,92,0.079205804,0.129668996,0.241394997,0.394744992,0.136934996,0.021379299,0.503793001,77802,17143,68571
5901,135,0.139533917,0.073021951,0.386221231,3827.030134,9.607407407,0.353140902,3.836008787,5.528167064,5,55,1,0,24,3,0,0,1.370781,0,2,18,24.4009,304,0.056602001,0.137623996,0.259916008,0.38222,0.153143004,0.0212043,0.479725003,85218,18375,73501
5906,35,0.147568598,0.064735434,0.425012812,3389.235702,8.828571429,0.456425768,4.618429909,5.332073799,4,2,0,1,13,1,6,1,2.102462,0,6,10,14.3773,92,0.044932999,0.111394003,0.251359999,0.419470996,0.148396999,0.019414499,0.490440011,66396,17064,68256
5910,13,0.13576047,0.043897422,0.358429338,2280.815006,10.84615385,0.49607158,5.968403467,3.737433319,0,1,2,0,1,0,0,0,1.5,0,2,24,19.3698,96,0.028311299,0.134626001,0.256238997,0.396699011,0.160383999,0.0272737,0.410769999,59749,12853,51413
5911,497,0.152021398,0.105618424,0.423729174,5508.077358,9.160965795,0.437370258,6.359624692,3.406281993,5,5,0,1,16,1,5,0,1.987288,0,4,22,8.2378,52,0.031559899,0.140644997,0.263680995,0.387030989,0.154884994,0.026997199,0.416628003,55798,10428,41711
5918,39,0.171054274,0.091785661,0.484920032,4770.323858,10.12820513,0.632814461,9.391790574,3.007191621,0,0,0,0,0,0,5,0,0,0,2,16,14.4221,76,0.024527,0.088483498,0.220266998,0.446285993,0.193303004,0.0347462,0.394012988,46051,10777,43108
5919,109,0.16534817,0.089947492,0.458295022,4677.68132,10.03669725,0.613152843,9.850315552,3.267652161,3,27,4,1,11,1,23,0,2.043631,0,1,2,7.19812,48,0.0187247,0.087269597,0.200782999,0.457008004,0.205994993,0.030360499,0.368555009,43984,9026,36106
5922,81,0.133725562,0.086671746,0.369627791,4516.101814,11.49382716,0.435153641,11.24711853,4.310521808,12,1,3,0,3,0,10,0,1.922255,0,0,4,5.09752,16,0.022424201,0.087363102,0.202434003,0.44521299,0.218499005,0.027359201,0.374208003,40218,8922,35688
5930,18,0.116956345,0.016806992,0.306306369,876.5588058,9.944444444,0.157329235,15.06922578,7.852094745,2,0,1,0,0,0,2,0,1.521928,0,3,20,9.74648,40,0.037648801,0.064978004,0.231172994,0.491899997,0.149954006,0.0208543,0.448204011,39904,6158,24634
5935,10,0.239273412,0.089806992,0.620534995,4670.104597,7.5,0.424186844,17.49847127,10.23851249,0,0,0,0,4,0,2,0,0.918296,0,3,6,7.74924,20,0.040150501,0.0842655,0.245110005,0.458478987,0.146808997,0.018453199,0.465914994,37799,8703,34810
5948,152,0.194396536,0.077958637,0.540332223,4054.165615,7.631578947,0.451833565,16.29846867,4.426110248,18,10,1,0,18,0,2,1,1.94604,0,2,75,13.2822,108,0.050101198,0.152775005,0.280874014,0.354106009,0.138916001,0.031013001,0.467168987,37473,7927,31707
5951,204,0.171812139,0.083649365,0.471229516,4354.35547,8.034313725,0.386852071,14.85297594,3.219092016,0,0,0,0,0,0,0,1,0,0,1,26,13.0433,92,0.058388099,0.160488993,0.280268013,0.350230992,0.128903002,0.0258846,0.477293998,46601,6234,24936
5955,108,0.191233111,0.067945753,0.521189255,3531.414249,7.842592593,0.35862313,12.94495957,2.249152888,18,11,15,0,21,1,7,0,2.311511,0,2,6,8.58904,36,0.067528099,0.144097999,0.26425001,0.354351014,0.128683001,0.0333586,0.473524004,45130,10049,40195
5959,37,0.142971815,0.082983129,0.385577061,4314.395847,9.027027027,0.341933059,11.06946532,2.784748466,34,9,24,14,21,21,175,0,1.992188,0,3,22,12.9778,128,0.062191401,0.125516996,0.223799005,0.375779003,0.169245005,0.024255401,0.481328011,50614,13535,54142
5972,957,0.164086568,0.121145351,0.45753913,6345.747066,9.229885057,0.496162348,5.604157904,8.265542708,1,0,3,1,11,5,11,0,2.019918,0,3,53,19.0906,152,0.061890598,0.153037995,0.214321002,0.360870004,0.176006004,0.031435601,0.452392995,83603,17485,69942
5973,42,0.172837934,0.110463675,0.465317572,5771.739123,7.80952381,0.315085198,5.281747518,8.282329701,15,9,15,9,37,15,25,2,2.820063,0,4,11,10.0959,124,0.0708194,0.174199998,0.253221989,0.339011014,0.143730998,0.0277986,0.495990008,80571,18870,75481
5974,106,0.142003922,0.078756239,0.386332474,4110.070863,10.49056604,0.480126336,4.988700018,8.329152076,12,9,13,3,50,20,40,1,2.563649,0,3,12,8.60312,80,0.071337499,0.171868995,0.263448,0.342862993,0.134406,0.025444301,0.504978001,79296,20083,80331
5975,196,0.142657621,0.053745305,0.385469647,2821.048751,8.520408163,0.337132746,4.730475547,8.405507916,9,1,1,0,30,9,21,5,2.429904,1,1,16,13.5383,148,0.068776302,0.163503006,0.265006006,0.351172,0.129178002,0.023768,0.510810971,82083,20524,82097
5976,226,0.173243417,0.078502083,0.469400665,4100.40536,9.725663717,0.402945743,4.513055499,8.510602349,24,11,19,8,67,15,20,1,2.748182,2,3,16,18.68,196,0.073143303,0.163616002,0.266656995,0.346446007,0.125283003,0.022919901,0.514496982,86295,21058,84232
5978,1431,0.158765145,0.107635264,0.441409601,5632.329971,9.419986024,0.421205951,4.224714427,8.802609294,15,13,20,0,48,12,38,3,2.558541,1,6,72,41.1932,528,0.0857803,0.163223997,0.255337,0.314996988,0.143463001,0.0246401,0.522306979,84513,23401,93605
5979,470,0.154695096,0.079475098,0.423309499,4168.596309,10.40638298,0.457320523,4.16395041,8.986863714,30,12,9,7,74,22,14,3,2.477033,2,3,33,22.6184,188,0.078246102,0.149169996,0.232263997,0.307803005,0.195317,0.0276653,0.530089974,86121,22052,88207
5981,397,0.148897091,0.078154381,0.401234877,4092.885853,9.717884131,0.298195001,4.221258708,9.42439905,3,33,6,0,5,4,4,0,1.350197,1,4,31,21.8478,292,0.104163997,0.155522004,0.250696003,0.298714012,0.143584996,0.030779099,0.504212022,86422,22269,89075
5985,1068,0.150049991,0.055977233,0.405277244,2938.312139,9.017790262,0.304488054,3.858295278,10.53235271,13,23,9,1,5,7,3,2,2.46226,2,7,17,23.355,224,0.088742301,0.146125004,0.266930997,0.313585997,0.140682995,0.0302395,0.484977007,89746,26542,106168
5986,629,0.158721589,0.066894895,0.434271401,3510.470514,9.769475358,0.382340037,3.797128056,10.84934296,62,27,34,37,76,30,207,0,2.470874,1,8,71,24.5707,272,0.087255299,0.143814996,0.269807011,0.319014996,0.138689995,0.029276701,0.489033997,95683,25582,102327
5987,625,0.156342155,0.084893555,0.427865177,4439.921069,9.792,0.416411513,3.801305103,11.17971518,173,487,34,32,135,32,86,8,2.182938,2,6,28,24.3302,308,0.085900202,0.145431995,0.279123992,0.319990009,0.134877995,0.028567901,0.490920007,105006,26118,104471
5989,551,0.151974739,0.079641316,0.42102388,4183.186522,8.261343013,0.429116116,4.001674465,11.23274005,30,26,21,4,57,36,35,2,2.651081,2,4,17,21.7031,308,0.092437103,0.153623,0.293940008,0.315281987,0.122189,0.0260906,0.497227997,116083,24374,97494
5991,147,0.178066737,0.062356183,0.493168467,3270.794541,7.755102041,0.37867802,4.424576427,10.5689583,83,69,12,1,163,8,16,1,2.006454,0,3,9,6.9252,76,0.0916631,0.158258006,0.281040013,0.315304011,0.127454996,0.0278384,0.484939009,125198,21198,84791
5992,155,0.158909313,0.07188771,0.431918617,3749.723849,8.64516129,0.431014005,4.701979963,10.1317422,21,26,20,0,23,5,27,3,2.567319,2,2,10,15.9767,152,0.094922803,0.163173005,0.272816002,0.313253999,0.123218,0.028968999,0.482645005,132638,20144,80575
5995,1035,0.167600891,0.06940031,0.464434546,3647.31736,8.713043478,0.45213358,4.72134959,8.860031675,67,78,13,0,92,0,19,3,2.093766,3,6,16,17.0843,144,0.097286999,0.162245005,0.283302993,0.309394985,0.122217,0.0291008,0.492098987,107427,18329,73316
5997,672,0.170168187,0.059802062,0.47105146,3141.63299,8.757440476,0.413188165,4.54265815,8.055979278,59,88,40,2,68,13,46,1,2.484159,3,6,11,14.8121,148,0.093097299,0.165372998,0.286637992,0.307844996,0.125761002,0.0290541,0.496062011,101331,20729,82916
5998,23,0.207432466,0.126702943,0.591914694,6599.055244,9.391304348,0.609197953,4.534097884,7.671252997,123,155,14,2,114,10,41,8,2.259816,3,3,9,17.8646,204,0.091926999,0.165154994,0.283897012,0.310546011,0.125043005,0.0287591,0.497624993,101114,22050,88199
5999,24,0.152073136,0.114431731,0.405231283,6004.962098,8.666666667,0.238068377,4.580430567,7.300509774,86,31,17,2,101,27,101,2,2.382696,1,6,6,8.87292,124,0.089155897,0.157683,0.279646009,0.326202005,0.123485997,0.0273562,0.501950026,95301,23485,93942
6000,1526,0.154036492,0.070704321,0.425367933,3702.044145,9.693315858,0.463590074,4.680026147,6.945989014,19,10,8,2,25,32,28,4,2.634509,1,5,79,19.9094,144,0.086477898,0.153790995,0.282525986,0.333741009,0.121923,0.0261,0.504517019,90690,23990,95960
6001,979,0.199965459,0.072478521,0.562568324,3782.975498,8.84473953,0.851081344,4.829590593,6.610301339,6,4,6,2,39,19,22,1,2.326646,1,6,71,16.4539,204,0.083507903,0.150881007,0.287712991,0.341203004,0.120658003,0.025247101,0.506644011,82131,22557,90228
6002,308,0.169993451,0.083106792,0.469173785,4345.538572,8.938311688,0.369259281,5.024663755,6.296459657,27,11,13,4,55,27,22,3,2.582161,0,5,25,19.6816,252,0.080136403,0.144371003,0.279089004,0.353379995,0.128471002,0.0243135,0.503400981,74068,23279,93116
6003,144,0.168019558,0.108063604,0.457381673,5648.435578,8.472222222,0.379006432,5.230904331,6.007888533,51,31,17,3,67,39,65,3,2.582656,2,4,13,15.8635,184,0.078606702,0.139128,0.263576001,0.363721997,0.140119001,0.0243863,0.498270988,73609,22323,89291
6004,1868,0.156846695,0.113500836,0.436718013,5941.640623,10.08351178,0.492049009,4.968435005,5.748394998,38,29,12,11,37,35,115,0,2.399848,2,6,60,19.7856,256,0.0758451,0.134939,0.250070989,0.374467999,0.147440001,0.0237647,0.495319992,74315,21697,86788
6005,15,0.176679192,0.165400177,0.497789753,8644.73693,7.733333333,0.497605996,4.74429475,5.522079813,2,1,0,0,2,14,44,2,1.414399,3,4,0,16.318,252,0.070427902,0.131031007,0.238657996,0.392832994,0.146899998,0.0226811,0.494044006,70342,17536,70144
6006,195,0.168144206,0.106427951,0.469718966,5582.404741,9.364102564,0.402219269,4.564133977,5.333168466,83,76,23,28,76,32,182,2,2.504058,3,2,11,20.931,272,0.068445899,0.128838003,0.239471003,0.396789998,0.147235006,0.0228399,0.493761003,70580,16896,67586
6009,106,0.175747259,0.088718483,0.498303925,4655.06863,9.075471698,0.55935792,4.335928713,5.028980725,12,20,4,0,10,0,4,0,2.070308,0,1,19,20.907,200,0.056011099,0.133500993,0.255557001,0.387899995,0.159684002,0.023351099,0.476565003,88122,15558,62230
6014,176,0.18505677,0.082449295,0.523907011,4301.63511,8.852272727,0.395139436,5.041349939,5.480624893,8,2,1,0,11,3,3,3,2.427796,0,4,9,20.9915,156,0.037903901,0.105962999,0.229319006,0.415443987,0.186579004,0.020684199,0.489982009,69422,16300,65200
6017,32,0.185133023,0.098823086,0.532981467,5151.888227,7.84375,0.699060586,5.9484593,4.444509122,2,9,4,0,2,3,5,0,2.368102,0,0,8,7.90676,20,0.034825101,0.105511002,0.235737994,0.425808996,0.163093999,0.024502199,0.450453997,64514,13417,53670
6020,384,0.178041686,0.079634005,0.502679847,4150.682255,8.263020833,0.39349916,7.060674677,3.557626871,0,0,0,0,1,0,0,4,0.721928,0,3,10,23.8856,280,0.057348099,0.130675003,0.28571701,0.389313996,0.119732998,0.022965699,0.457827985,52156,11086,44345
6021,40,0.223792965,0.078488104,0.629004938,4092.634325,7.875,0.41613192,7.461642793,3.36021698,27,11,3,0,46,3,4,1,1.970252,0,2,14,27.6851,320,0.055936299,0.122597001,0.28798601,0.397258013,0.121738002,0.0249977,0.465216011,47672,11674,46697
6028,140,0.166548832,0.099975485,0.461912252,5210.868174,9.821428571,0.657753972,10.5089018,3.803652766,2,5,0,0,10,0,13,0,1.742403,0,1,2,8.26688,60,0.0146192,0.084477201,0.215739995,0.449151009,0.205124006,0.037329201,0.333216995,42472,6659,26638
6029,476,0.147966191,0.101512667,0.408561617,5285.367131,10.01680672,0.566564847,10.96631221,4.10845861,5,18,1,0,18,1,14,0,2.060435,0,2,7,10.047,36,0.0154446,0.087104999,0.198445007,0.445894003,0.225887999,0.0362681,0.345586985,43114,6430,25722
6038,54,0.217167443,0.18669321,0.584926685,9737.614289,7.166666667,0.349508764,15.20417311,7.815647908,10,1,0,3,7,0,2,1,2.10056,0,2,18,14.9242,60,0.0343909,0.063535199,0.222758994,0.503736019,0.145427004,0.023205901,0.438650995,40604,5067,20269
6055,60,0.220930279,0.107343148,0.612065323,5578.336449,7.033333333,0.319245906,16.66565234,5.112907661,7,416,1,4,8,4,26,0,0.709346,0,1,72,15.1644,96,0.0537639,0.145285994,0.248638004,0.374942988,0.140998006,0.028417001,0.474054992,34697,9613,38451
6057,11,0.214525395,0.098104858,0.574769518,5101.409598,8.090909091,0.47896583,15.69154263,4.299987489,0,0,0,0,1,1,5,1,1.548795,0,2,29,5.40464,28,0.039623398,0.171614006,0.259541988,0.358245999,0.137768,0.0298797,0.456146002,39623,6402,25610
6058,1352,0.15192157,0.091126668,0.413543909,4738.164549,8.926775148,0.247170114,15.20574829,3.926057339,6,1,2,2,4,3,1,0,2.549787,0,2,27,12.1018,36,0.0481208,0.166666999,0.269486994,0.347714007,0.142766997,0.0270734,0.457924992,41732,5877,23507
6068,588,0.154333884,0.089123248,0.418357394,4644.531873,9.661564626,0.388799298,10.42197157,3.486296674,7,1,2,2,14,2,9,1,2.419407,0,4,30,15.9521,168,0.0606791,0.127230003,0.237581998,0.354092985,0.188561007,0.023801601,0.465027004,51306,9941,39764
6069,851,0.158326494,0.086404809,0.443260945,4493.660164,9.601645123,0.517467879,9.95528816,3.818153785,11,39,13,4,72,10,8,1,2.246148,0,2,18,25.4658,248,0.0838091,0.151612997,0.294286013,0.31141901,0.133127004,0.027337899,0.489668995,52013,9766,39064
6072,86,0.150405207,0.068648286,0.403424067,3593.191743,10.58139535,0.364005866,8.577795488,4.985017533,0,0,0,0,2,0,3,2,1.459148,0,1,3,24.2306,236,0.053457499,0.119406998,0.230739996,0.333211988,0.200440004,0.033636101,0.428995013,63701,8412,33647
6076,24,0.166165947,0.124521951,0.438447869,6511.722909,8.666666667,0.409084834,6.821998209,6.748817312,0,3,0,0,0,0,0,1,0.811278,0,4,5,17.6826,96,0.064856999,0.087203398,0.188756004,0.418848991,0.229919001,0.022812,0.409247994,76683,10358,41433
6078,412,0.153097477,0.086300977,0.420729725,4504.03008,9.116504854,0.421994356,6.001683232,7.674281906,1,1,7,0,1,3,4,1,2.064043,0,1,24,11.5952,104,0.035705101,0.106905997,0.192402005,0.422123998,0.212209001,0.028578799,0.434917986,83432,13276,53103
6079,268,0.164870394,0.087808984,0.453388529,4597.660402,8.305970149,0.320406189,5.61341898,7.779840053,0,3,2,2,8,1,8,1,2.655639,0,1,25,14.5415,120,0.042014498,0.120866001,0.185844004,0.397334009,0.218502,0.033204701,0.421912014,86636,14813,59252
6080,734,0.156206114,0.081807752,0.438496239,4269.674609,9.077656676,0.501361131,5.244115147,7.765545716,3,8,3,0,1,2,3,0,1.95282,0,4,66,26.5062,320,0.052221399,0.140430003,0.207736999,0.372218013,0.188771993,0.0335338,0.434107006,87013,15282,61129
6081,680,0.136588976,0.085914301,0.372321018,4473.557106,10.84264706,0.429799626,4.898062342,7.78341116,21,65,3,7,55,9,8,5,2.180586,0,5,45,18.4538,224,0.072969697,0.178294003,0.268119991,0.329899997,0.135699004,0.0298394,0.480028987,86469,17823,71293
6083,1143,0.145178593,0.078938525,0.395792889,4121.037856,10.46894138,0.446912508,4.297854903,7.914358302,1,0,3,0,39,5,6,1,1.267531,1,3,33,20.1459,252,0.077988401,0.182164997,0.263963997,0.328480005,0.125968993,0.024873,0.504383028,88409,20672,82687
6084,473,0.154122206,0.10746426,0.420329228,5644.117299,10.12473573,0.216299306,4.057317808,8.025886639,7,12,42,6,48,15,110,1,2.404361,1,2,39,24.2007,268,0.080325201,0.179474995,0.260628998,0.328489006,0.124360003,0.0244829,0.508040011,86489,21180,84718
6085,1839,0.156301214,0.077248804,0.427433897,4035.255593,10.09624796,0.421392386,3.866794386,8.166556519,13,3,13,16,25,12,155,0,2.184713,2,4,28,18.9711,160,0.086106397,0.174695,0.273972988,0.315084994,0.121560998,0.0248405,0.511690974,80986,23071,92283
6086,2221,0.15618401,0.087443075,0.42690746,4581.253732,10.03692031,0.436742129,3.733948293,8.334892584,25,20,36,17,116,29,124,4,2.673877,1,5,67,25.3736,288,0.083495103,0.163986996,0.264598012,0.306342989,0.141975999,0.0281906,0.515839994,82348,23224,92898
6089,1548,0.154798022,0.092566285,0.423112205,4863.332428,9.930878553,0.385135743,3.730037928,8.989093472,4,24,26,1,20,14,10,2,2.441459,1,2,32,24.5993,276,0.074092098,0.129993007,0.190632001,0.268375993,0.249075994,0.039098699,0.528212011,88929,24571,98283
6091,247,0.139933362,0.056839436,0.371801297,2978.928643,11.14574899,0.176893798,4.048916522,9.532018648,9,6,11,2,34,17,31,3,2.573789,0,3,13,17.2851,152,0.081291899,0.148387,0.237344995,0.295040011,0.181923002,0.035242599,0.494235992,92445,26239,104955
6092,458,0.149613496,0.063130097,0.400384353,3313.703407,9.172489083,0.270824833,4.28765624,9.830420567,16,12,13,0,22,10,18,4,2.696759,0,3,13,22.2964,220,0.077701703,0.144333005,0.234098002,0.299764991,0.187326998,0.0339313,0.480726987,91563,26741,106964
6093,364,0.138520582,0.055452914,0.369842535,2908.657388,8.519230769,0.223951218,4.35055082,10.14470096,55,15,10,2,55,27,40,5,2.703273,1,5,17,8.6086,52,0.068219401,0.128562003,0.205743998,0.295975,0.221090004,0.0351156,0.467011005,86829,26393,105572
6094,881,0.161773567,0.082190128,0.448390906,4317.551987,9.559591373,0.442614316,4.296397497,10.47343051,53,21,64,13,132,33,156,4,2.55084,1,6,31,15.9091,200,0.065877497,0.123037003,0.207938999,0.307624996,0.206125006,0.031413801,0.47062099,87962,27705,110819
6096,614,0.172981274,0.09251398,0.477872705,4838.135007,9.421824104,0.43695848,4.361480195,11.00129769,26,15,5,44,83,47,103,1,2.508741,2,4,30,16.2654,220,0.077188902,0.136886001,0.262775987,0.342265993,0.141900003,0.0270941,0.497956991,94479,27515,110059
6097,935,0.15414614,0.090447233,0.421912149,4732.857392,9.930481283,0.432572369,4.478197015,10.77855917,8,8,9,2,49,34,54,3,2.373293,2,6,64,28.0096,380,0.083381802,0.139945,0.269165009,0.341026008,0.132608995,0.0256825,0.508051991,114878,26893,107573
6098,1497,0.170176818,0.091185948,0.467422259,4791.441753,9.668670675,0.445618877,4.646072269,10.57478723,136,705,18,12,109,36,20,0,1.555666,1,5,84,29.766,360,0.085350297,0.145072997,0.273398012,0.333471,0.128939003,0.025957299,0.507890999,125400,26506,106023
6099,407,0.15526563,0.089114492,0.433489838,4644.088162,10.07862408,0.521107092,4.859807254,10.34083631,24,35,7,6,40,12,53,2,2.536838,2,4,21,20.083,212,0.086189002,0.151692003,0.278485,0.325998992,0.124347001,0.026449,0.503046989,129622,24787,99149
6100,200,0.164971658,0.089550719,0.455014148,4689.511302,8.83,0.414163462,5.113654814,9.893544162,57,23,14,2,40,9,21,6,2.545612,2,3,12,16.1886,152,0.092297301,0.160620004,0.29123199,0.315577,0.114684999,0.026897499,0.494911999,123861,23192,92768
6101,239,0.16063817,0.0911348,0.446688242,4789.009994,8.979079498,0.410761043,5.40196303,9.451536198,26,19,21,3,41,16,46,1,2.595587,2,5,25,25.8692,292,0.0986652,0.166052997,0.300260991,0.304585993,0.107821003,0.026226301,0.489892006,113674,22554,90215
6103,480,0.165590356,0.095458447,0.455990771,5002.028606,9.372916667,0.466886341,5.203072635,8.586627821,31,18,13,8,57,18,77,1,2.460898,2,6,50,25.541,264,0.093416303,0.162672997,0.298664004,0.315151989,0.109063998,0.026332799,0.497283012,99550,22378,89511
6104,106,0.157525709,0.110874783,0.429188287,5830.749436,8.311320755,0.266314227,5.098457159,8.165751512,45,74,11,2,74,14,26,1,2.354438,2,7,23,16.7448,204,0.0907083,0.161743999,0.290307999,0.320764005,0.112953,0.0258015,0.502071977,99699,22408,89630
6105,765,0.160427726,0.085541016,0.440969936,4484.398568,9.288888889,0.422472184,5.0414845,7.754277411,103,123,15,2,44,14,29,4,2.27322,3,8,28,23.3232,264,0.0946187,0.1646,0.282252997,0.318262011,0.118331,0.0257682,0.501905978,94765,23460,93842
6106,644,0.153107853,0.055574118,0.421088622,2921.299499,9.385093168,0.284369447,5.033772593,7.353783964,55,108,37,13,71,28,131,4,2.56244,1,4,32,28.2472,316,0.096120402,0.166226998,0.278661996,0.319736987,0.118019998,0.0253425,0.503003001,94587,24704,98816
6107,175,0.15140657,0.069265615,0.412434299,3628.460808,9.771428571,0.320678037,5.075545988,6.966165301,54,33,58,27,119,41,252,5,2.392978,1,3,25,24.1117,296,0.092317097,0.160604,0.288253009,0.329524994,0.109550998,0.024476601,0.509307981,90958,25544,102174
6110,617,0.157117373,0.072165613,0.434608889,3782.52512,8.799027553,0.396181443,5.479787291,5.905541487,20,35,21,6,63,18,26,4,2.649661,0,4,91,23.2123,264,0.0831571,0.147605002,0.283165008,0.357775003,0.114505,0.0222289,0.50987798,69867,23373,93490
6112,603,0.151534411,0.087003249,0.417552133,4552.20032,9.011608624,0.33676046,5.410236666,5.317335902,113,71,31,33,174,44,181,2,2.52909,1,7,59,23.8421,404,0.073204704,0.130280003,0.242742002,0.389533013,0.140609995,0.0225382,0.498544991,73313,20147,80588
6113,783,0.157534068,0.109831819,0.442241667,5738.65706,9.282247765,0.434499784,5.205155815,5.071822306,124,163,13,38,125,35,91,3,2.532267,1,4,28,13.6839,144,0.056359001,0.124741003,0.233790994,0.405889004,0.155283004,0.0231458,0.481873989,72416,18350,73400
6114,1465,0.154545926,0.131467714,0.431835398,6874.497424,9.440955631,0.447224018,5.041491182,4.865460094,63,806,10,37,80,35,115,1,1.56777,2,2,35,21.463,236,0.051364899,0.122234002,0.234225005,0.40764001,0.162120998,0.0241425,0.474799991,72606,16148,64590
6118,111,0.157246098,0.164556588,0.4412441,8583.586687,9.972972973,0.491617731,4.869145558,4.524376597,1,0,1,0,7,5,0,2,1.689482,0,1,3,12.2778,156,0.052806702,0.131096005,0.243865997,0.393133998,0.168136999,0.023814401,0.463802993,95114,15500,61999
6119,10,0.089507898,0.15239212,0.24574813,7966.933777,5.5,0.189136111,4.952934963,4.573762566,2,2,0,0,1,1,5,0,2.040373,0,1,8,7.75472,40,0.045959201,0.140925005,0.240058005,0.385894001,0.170267001,0.0230783,0.441767007,86385,13766,55063
6123,179,0.18654352,0.066028258,0.513813774,3454.277868,8.988826816,0.446742444,5.729180558,5.073117885,40,16,3,1,49,2,22,0,2.116483,0,2,7,13.0902,112,0.026346801,0.090855703,0.208061993,0.419405997,0.236381993,0.023557,0.479617,65912,12067,48270
6127,206,0.170587864,0.125692597,0.469957315,6558.766363,9.737864078,0.493719848,7.008241933,3.518970904,0,0,1,0,1,0,3,1,1.792481,0,2,15,6.66796,48,0.060347401,0.110861003,0.292369008,0.410683006,0.109889999,0.0198236,0.473405987,59804,11990,47958
6129,56,0.151035964,0.073959511,0.421408472,3858.446327,8.482142857,0.430741233,7.762823427,2.950673109,16,7,2,2,24,4,5,1,2.375164,0,3,13,10.4153,108,0.063693099,0.117569998,0.307761014,0.395590007,0.108971998,0.0226535,0.48931101,49444,10476,41904
6130,39,0.213945569,0.092859913,0.611359543,4844.004694,8.58974359,0.468887325,8.159927318,2.760095937,45,17,8,4,25,1,6,1,2.275161,0,1,7,3.25548,24,0.058409899,0.113320999,0.293608993,0.402051002,0.115180001,0.0259737,0.484530002,47570,10081,40323
6133,126,0.179286339,0.111990951,0.52472459,5858.202677,8.793650794,0.563072798,9.410280159,2.71166055,0,0,0,0,0,0,0,0,0,0,3,14,12.1909,124,0.039974201,0.104936004,0.269044995,0.418294996,0.138365,0.0427678,0.437077999,42472,7187,28747
6137,262,0.157175067,0.083611406,0.434903228,4352.287877,9.675572519,0.541145231,11.17342015,3.741621852,1,11,1,0,5,1,5,0,2.03192,0,2,7,3.90626,8,0.018767901,0.092835397,0.197462007,0.426124007,0.223363996,0.0491958,0.31923601,44043,5757,23027
6153,10,0.211852668,0.184409538,0.582696402,9607.753329,11,0.306651715,18.708637,10.98117747,0,0,0,0,0,0,1,0,0,0,1,9,5.27572,12,0.105984002,0.135488003,0.209731996,0.397469014,0.123235002,0.0267103,0.462886006,39510,5091,20365
6164,470,0.17207012,0.09749783,0.474768312,5078.716332,8.587234043,0.318760936,16.0725977,5.004124821,0,2,1,0,1,0,10,0,1.291692,0,1,21,6.48384,24,0.046424899,0.160109997,0.254646987,0.360668004,0.144614995,0.0296923,0.461760998,37402,7979,31916
6165,17,0.157505475,0.069836339,0.455828826,3641.876285,7.235294118,0.329859681,15.58263995,4.633065838,0,0,0,0,0,1,1,0,1,0,3,24,6.52764,28,0.0435885,0.166653007,0.263117999,0.351004004,0.143593997,0.028335299,0.455821007,39732,7073,28292
6171,51,0.181665393,0.081670264,0.508549007,4240.076392,9.725490196,0.387068694,12.65939548,3.241836211,0,1,0,0,0,0,0,4,0.721928,0,1,7,1.35506,4,0.075982302,0.132853001,0.235538006,0.329535991,0.151296005,0.038963299,0.436039001,51150,7703,30813
6172,54,0.134566658,0.065998199,0.371003898,3430.354492,9.092592593,0.359610323,12.17581887,3.230098426,0,1,1,0,4,1,1,0,2.128085,0,2,7,3.92715,8,0.078207701,0.133507997,0.244488001,0.343059003,0.147355005,0.036551598,0.437292993,54059,6494,25977
6174,441,0.150293989,0.122296572,0.414966718,6393.754247,9.664399093,0.380960928,11.21298832,3.432434048,0,0,0,0,0,0,0,1,0,0,1,18,5.49936,12,0.0572512,0.120863996,0.239536002,0.362219006,0.194582,0.0266212,0.427125007,57593,9576,38303
6175,1357,0.156538955,0.099969523,0.427187444,5205.393351,9.439204127,0.344033206,10.73412214,3.633956153,3,3,1,0,4,2,5,3,2.684017,0,5,18,3.55302,24,0.057309099,0.119580001,0.250315011,0.353067011,0.203345001,0.0237153,0.444550008,53533,9753,39010
6176,17,0.179801895,0.067418241,0.478104497,3511.659641,6.941176471,0.324837899,10.25727299,3.889687796,17,12,12,0,26,14,1,3,2.460075,0,4,19,6.8592,48,0.062817,0.124401003,0.269073993,0.340436012,0.183862001,0.023924099,0.460424006,51211,9677,38710
6178,14,0.167060033,0.090278352,0.452658697,4724.745194,8.285714286,0.601772953,9.310864151,4.525233563,1,13,0,0,2,7,11,0,1.916553,0,2,21,8.3362,24,0.069444403,0.128296003,0.259252012,0.310647994,0.159929007,0.0304511,0.451961011,56820,7855,31418
6180,12,0.12814673,0.070184204,0.343768769,3669.425986,9.416666667,0.306205487,8.376916694,5.2750172,1,2,0,0,0,0,0,0,0,0,1,2,15.5821,180,0.0448226,0.105623998,0.157287002,0.317577988,0.286642998,0.0373974,0.395238012,66103,7704,30816
6184,1858,0.138680987,0.085303823,0.382446149,4442.860021,10.57212056,0.367858036,6.567634081,6.965769287,44,7,4,2,45,5,5,0,2.39867,0,3,25,26.2544,376,0.0363045,0.087597199,0.195307001,0.440575987,0.215332001,0.023941999,0.406574011,79525,8801,35202
