fold,rmse,pearson,spearman,standard_dev
1,0.006201929963903551,-0.028929837692139006,-0.08979591836734692,0.006265909308447454
2,0.0053982067056102265,0.4244860722176535,0.4375416512402813,0.005433372015252633
3,0.005237233529882157,0.37983802912737524,0.36389697363313456,0.00512088431483245
4,0.005590155810958118,0.3577623041704714,0.31191641553180566,0.005623136547529122
5,0.004864447715367542,0.4382709843689694,0.45320476460578557,0.004920928071750685
