fold,rmse,pearson,spearman,standard_dev
1,0.006233862247844246,-0.00290893194505139,-0.0016326530612244896,0.006291598899333523
2,0.005586551604832722,0.34739465201841974,0.356564235468345,0.005623263091385548
3,0.005353536017476954,0.32084325626854104,0.30353680338193845,0.005242996680821525
4,0.005509930005731451,0.39138329498664914,0.36996941851749926,0.00554700340966067
5,0.004825116225488319,0.43620562885822317,0.4175512519244794,0.004883095352034194
