fold,rmse,pearson,spearman,standard_dev
1,0.01606268919748705,0.71436764399349,0.7268367346938776,0.015618357705626033
2,0.01583689619190841,0.677312148840645,0.6657534246575342,0.015924564313406428
3,0.028718270940613546,0.43361041608390793,0.5715826950048548,0.02886272146845776
4,0.017624469902906077,0.6681637325420002,0.6800888559792669,0.017419897518810797
5,0.015843884236672136,0.6814883461041021,0.6595089538935256,0.015086740392108553
